rc100224
       0.00      0.00
       0.09    175.76
       0.19    203.88
       0.30    214.26
       0.42    217.94
       0.56    216.25
       0.70    217.30
       0.86    221.74
       1.04    231.23
       1.23    240.12
       1.45    245.91
       1.68    250.11
       1.94    250.56
       2.23    245.59
       2.54    240.73
       2.89    238.13
       3.27    235.95
       3.69    230.20
       4.15    226.44
       4.65    223.39
       5.21    227.26
       5.82    231.52
       6.49    241.68
       7.23    248.36
       8.05    255.03
       8.94    259.46
       9.93    261.46
      11.01    263.15
      12.20    263.32
      13.51    262.82
      14.95    260.64
      16.54    257.41
      18.29    250.84
      20.20    246.08
      22.32    239.13
      24.64    236.35
      27.19    233.06
      30.00    232.52
      33.09    233.40
      36.50    232.87
      40.24    230.68
      44.35    232.58
      48.88    236.83
      53.85    242.53
      59.33    248.70
      65.36    232.06
      71.98    218.93
      79.27    210.58
      87.29    207.01
      96.11    211.42
     105.81    212.05
     116.48    200.21
     128.22    195.74
     141.13    180.14
     155.34    175.98
     170.96    166.50
     188.15    165.34
     207.06    165.14
     227.85    163.94
     250.73    160.98
     275.89    157.28
     303.57    151.30
     334.02    137.74
     367.51    123.29
     404.36    147.70
